DMC; RequestId; Result; S010_state; S010_user; S010_housing_ZE; S010_cover_ZE; S010_lockingpliers; S010_R1_hook; S010_R2_hook; S010_R3_hook; S010_R4_hook; S010_R5_hook; S020_state; S020_timestamp_dummy; S020_busbar_KL15; S020_busbar_KL30; S020_busbar_ECOA; S020_busbar_ECOB; S020_P1_elopins; S020_P2_elopins; S020_P3_elopins; S020_P4_elopins; S030_state; S030_timestamp_dummy; S030_forkcontact; S040_state; S040_timestamp_dummy; S040_K1_force_min; S040_K1_force_current; S040_K1_force_max; S040_K2_force_min; S040_K2_force_current; S040_K2_force_max; S040_1_distance_min; S040_1_distance_current; S040_1_distance_max; S040_2_distance_min; S040_2_distance_current; S040_2_distance_max; S040_3_distance_min; S040_3_distance_current; S040_3_distance_max; S040_4_distance_min; S040_4_distance_current; S040_4_distance_max; S040_5_distance_min; S040_5_distance_current; S040_5_distance_max; S040_6_distance_min; S040_6_distance_current; S040_6_distance_max; S050_state; S050_timestamp_dummy; S050_contact; S050_scancode; S051_state; S051_timestamp_dummy; S051_V1_hook; S051_V2_hook; S051_V3_hook; S051_V4_hook; S051_V5_hook; S051_V6_hook; S051_V7_hook; S051_V8_hook; S060_state; S060_timestamp_dummy; S060_R6_hook; S060_R6_distance_min; S060_R6_distance_current; S060_R6_distance_max; S060_R7_hook; S060_R7_distance_min; S060_R7_distance_current; S060_R7_distance_max; S060_R8_hook; S060_R8_distance_min; S060_R8_distance_current; S060_R8_distance_max; S060_R9_hook; S060_R9_distance_min; S060_R9_distance_current; S060_R9_distance_max; S060_R10_hook; S060_R10_distance_min; S060_R10_distance_current; S060_R10_distance_max; S060_R11_hook; S060_R11_distance_min; S060_R11_distance_current; S060_R11_distance_max; S060_R12_hook; S060_R12_distance_min; S060_R12_distance_current; S060_R12_distance_max; S060_R13_hook; S060_R13_distance_min; S060_R13_distance_current; S060_R13_distance_max; S060_R14_hook; S060_R14_distance_min; S060_R14_distance_current; S060_R14_distance_max; S080_state; S080_timestamp_dummy; S080_electrical_testing; S080_electrical_continuity_1; S080_electrical_continuity_2; S080_electrical_continuity_3; S080_electrical_continuity_4; S080_electrical_continuity_5; S080_electrical_continuity_6; S080_electrical_continuity_7; S080_electrical_continuity_8; S080_electrical_continuity_9; S080_electrical_continuity_10; S080_electrical_continuity_11; S080_electrical_continuity_12; S080_electrical_continuity_13; S080_electrical_continuity_14; S080_electrical_continuity_15; S080_electrical_continuity_16; S080_electrical_continuity_17; S080_electrical_continuity_18; S080_electrical_continuity_19; S080_electrical_continuity_20; S080_electrical_continuity_21; S080_electrical_continuity_22; S080_electrical_continuity_23; S080_electrical_continuity_24; S080_electrical_continuity_25; S080_electrical_continuity_26; S080_electrical_continuity_27; S080_electrical_continuity_28; S080_electrical_continuity_29; S080_electrical_continuity_30; S080_electrical_continuity_31; S080_electrical_continuity_32; S080_electrical_continuity_33; S080_electrical_continuity_34; S080_electrical_continuity_35; S080_electrical_continuity_36; S080_electrical_continuity_37; S080_electrical_continuity_38; S080_electrical_continuity_39; S080_electrical_continuity_40; S080_electrical_continuity_41; S080_electrical_continuity_42; S080_electrical_continuity_43; S080_electrical_continuity_44; S080_electrical_continuity_45; S080_electrical_continuity_46; S080_electrical_continuity_47; S080_electrical_continuity_48; S080_electrical_continuity_49; S080_electrical_continuity_50; S080_electrical_continuity_51; S080_electrical_continuity_52; S080_electrical_continuity_53; S080_electrical_continuity_54; S080_electrical_continuity_55; S080_electrical_continuity_56; S080_electrical_continuity_57; S080_electrical_continuity_58; S080_short-sircuiting_1; S080_short-sircuiting_2; S080_short-sircuiting_3; S080_short-sircuiting_4; S080_short-sircuiting_5; S080_short-sircuiting_6; S080_short-sircuiting_7; S080_short-sircuiting_8; S080_short-sircuiting_9; S080_short-sircuiting_10; S080_short-sircuiting_11; S080_short-sircuiting_12; S080_short-sircuiting_13; S080_short-sircuiting_14; S080_short-sircuiting_15; S080_short-sircuiting_16; S080_short-sircuiting_17; S080_short-sircuiting_18; S080_short-sircuiting_19; S080_short-sircuiting_20; S080_short-sircuiting_21; S080_short-sircuiting_22; S080_short-sircuiting_23; S080_short-sircuiting_24; S080_short-sircuiting_25; S080_short-sircuiting_26; S080_short-sircuiting_27; S080_short-sircuiting_28; S080_short-sircuiting_29; S080_short-sircuiting_30; S080_short-sircuiting_31; S080_short-sircuiting_32; S080_short-sircuiting_33; S080_short-sircuiting_34; S080_short-sircuiting_35; S080_short-sircuiting_36; S080_short-sircuiting_37; S080_short-sircuiting_38; S080_short-sircuiting_39; S080_short-sircuiting_40; S080_short-sircuiting_41; S080_short-sircuiting_42; S080_short-sircuiting_43; S080_short-sircuiting_44; S080_short-sircuiting_45; S080_short-sircuiting_46; S080_short-sircuiting_47; S080_short-sircuiting_48; S080_short-sircuiting_49; S080_short-sircuiting_50; S080_short-sircuiting_51; S080_short-sircuiting_52; S080_short-sircuiting_53; S080_short-sircuiting_54; S080_short-sircuiting_55; S080_short-sircuiting_56; S080_short-sircuiting_57; S080_short-sircuiting_58;
81254446122 _D_/401143789 211220 000 840549245240; 73749; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1886,765; 4000; 630; 829,834; 2500; 1,99; 2,055; 2,29; 1,99; 2,047; 2,29; 1,92; 1,997; 2,22; 1,92; 1,994; 2,22; 1,99; 2,125; 2,29; 1,99; 2,067; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,053; 1; IO; -1; 0,064; 1; IO; -1; -0,338; 1; IO; -1; 0,617; 1; IO; -1; -0,069; 1; IO; -1; -0,043; 1; IO; -1; 0,03; 1; IO; -1; -0,0318; 1; IO; -1; -0,045; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245239; 73750; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1977,234; 4000; 630; 763,702; 2500; 1,99; 2,089; 2,29; 1,99; 2,091; 2,29; 1,92; 2,023; 2,22; 1,92; 2,021; 2,22; 1,99; 2,079; 2,29; 1,99; 2,085; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,047; 1; IO; -1; 0,072; 1; IO; -1; -0,33; 1; IO; -1; 0,566; 1; IO; -1; -0,052; 1; IO; -1; 0,002; 1; IO; -1; 0,014; 1; IO; -1; -0,0462; 1; IO; -1; -0,046; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245238; 73751; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 2023,56; 4000; 630; 797,943; 2500; 1,99; 2,089; 2,29; 1,99; 2,022; 2,29; 1,92; 1,974; 2,22; 1,92; 1,966; 2,22; 1,99; 2,08; 2,29; 1,99; 2,053; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,078; 1; IO; -1; -0,083; 1; IO; -1; -0,51; 1; IO; -1; -0,566; 1; IO; -1; -0,211; 1; IO; -1; -0,106; 1; IO; -1; 0,129; 1; IO; -1; -0,0122; 1; IO; -1; 0,038; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245237; 73752; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1900,024; 4000; 630; 815,567; 2500; 1,99; 2,122; 2,29; 1,99; 2,067; 2,29; 1,92; 1,985; 2,22; 1,92; 1,987; 2,22; 1,99; 2,073; 2,29; 1,99; 2,097; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,086; 1; IO; -1; -0,086; 1; IO; -1; -0,51; 1; IO; -1; -0,534; 1; IO; -1; -0,19; 1; IO; -1; -0,081; 1; IO; -1; 0,119; 1; IO; -1; -0,0349; 1; IO; -1; 0,023; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245236; 73753; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1895,996; 4000; 630; 765,213; 2500; 1,99; 2,177; 2,29; 1,99; 2,148; 2,29; 1,92; 1,998; 2,22; 1,92; 2,034; 2,22; 1,99; 2,124; 2,29; 1,99; 2,059; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,073; 1; IO; -1; -0,08; 1; IO; -1; -0,568; 1; IO; -1; -0,659; 1; IO; -1; -0,205; 1; IO; -1; -0,135; 1; IO; -1; 0,121; 1; IO; -1; -0,0344; 1; IO; -1; -0,014; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245235; 73754; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1878,372; 4000; 630; 756,149; 2500; 1,99; 2,035; 2,29; 1,99; 2,065; 2,29; 1,92; 2,062; 2,22; 1,92; 2,015; 2,22; 1,99; 2,12; 2,29; 1,99; 2,107; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,062; 1; IO; -1; 0,08; 1; IO; -1; -0,351; 1; IO; -1; 0,758; 1; IO; -1; -0,058; 1; IO; -1; -0,064; 1; IO; -1; 0,02; 1; IO; -1; -0,0458; 1; IO; -1; -0,021; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245234; 73755; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1901,703; 4000; 630; 792,404; 2500; 1,99; 2,07; 2,29; 1,99; 2,058; 2,29; 1,92; 1,997; 2,22; 1,92; 2,005; 2,22; 1,99; 2,137; 2,29; 1,99; 2,081; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,032; 1; IO; -1; 0,084; 1; IO; -1; -0,309; 1; IO; -1; 0,679; 1; IO; -1; -0,072; 1; IO; -1; 0,008; 1; IO; -1; 0,003; 1; IO; -1; -0,044; 1; IO; -1; -0,018; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245233; 73756; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1865,784; 4000; 630; 817,917; 2500; 1,99; 2,054; 2,29; 1,99; 2,059; 2,29; 1,92; 1,991; 2,22; 1,92; 1,995; 2,22; 1,99; 2,05; 2,29; 1,99; 2,064; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,09; 1; IO; -1; -0,086; 1; IO; -1; -0,532; 1; IO; -1; -0,636; 1; IO; -1; -0,173; 1; IO; -1; -0,086; 1; IO; -1; 0,129; 1; IO; -1; -0,0398; 1; IO; -1; -0,025; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245232; 73757; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1967,331; 4000; 630; 776,794; 2500; 1,99; 2,109; 2,29; 1,99; 2,035; 2,29; 1,92; 2,007; 2,22; 1,92; 1,999; 2,22; 1,99; 2,115; 2,29; 1,99; 2,083; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,09; 1; IO; -1; -0,081; 1; IO; -1; -0,501; 1; IO; -1; -0,585; 1; IO; -1; -0,175; 1; IO; -1; -0,049; 1; IO; -1; 0,122; 1; IO; -1; -0,0456; 1; IO; -1; -0,058; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245231; 73758; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1870,483; 4000; 630; 758,163; 2500; 1,99; 2,128; 2,29; 1,99; 2,075; 2,29; 1,92; 1,994; 2,22; 1,92; 1,996; 2,22; 1,99; 2,077; 2,29; 1,99; 2,105; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,04; 1; IO; -1; 0,075; 1; IO; -1; -0,327; 1; IO; -1; 0,698; 1; IO; -1; -0,081; 1; IO; -1; -0,033; 1; IO; -1; 0,022; 1; IO; -1; -0,0313; 1; IO; -1; -0,003; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245230; 73759; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1905,228; 4000; 630; 756,317; 2500; 1,99; 2,193; 2,29; 1,99; 2,174; 2,29; 1,92; 2,043; 2,22; 1,92; 2,056; 2,22; 1,99; 2,162; 2,29; 1,99; 2,083; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,046; 1; IO; -1; 0,081; 1; IO; -1; -0,328; 1; IO; -1; 0,608; 1; IO; -1; -0,069; 1; IO; -1; -0,052; 1; IO; -1; 0,012; 1; IO; -1; -0,0335; 1; IO; -1; -0,003; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245229; 73760; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1836,578; 4000; 630; 774,277; 2500; 1,99; 2,031; 2,29; 1,99; 2,059; 2,29; 1,92; 2,053; 2,22; 1,92; 2,009; 2,22; 1,99; 2,096; 2,29; 1,99; 2,084; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,08; 1; IO; -1; -0,074; 1; IO; -1; -0,567; 1; IO; -1; -0,541; 1; IO; -1; -0,229; 1; IO; -1; -0,114; 1; IO; -1; 0,117; 1; IO; -1; -0,0277; 1; IO; -1; 0,032; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
81254446122 _D_/401143789 211220 000 840549245228; 73761; OK; IO; n.A.; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:06; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:18:48; IO; IO; 03.01.2022 06:19:17; 1000; 1871,826; 4000; 630; 825,806; 2500; 1,99; 2,053; 2,29; 1,99; 2,043; 2,29; 1,92; 1,984; 2,22; 1,92; 1,99; 2,22; 1,99; 2,126; 2,29; 1,99; 2,074; 2,29; IO; 03.01.2022 06:19:32; IO; ; IO; 03.01.2022 06:19:39; IO; IO; IO; IO; IO; IO; IO; IO; IO; 03.01.2022 06:20:34; IO; -1; 0,036; 1; IO; -1; 0,075; 1; IO; -1; -0,277; 1; IO; -1; 0,774; 1; IO; -1; -0,079; 1; IO; -1; -0,007; 1; IO; -1; 0,007; 1; IO; -1; -0,0495; 1; IO; -1; -0,023; 1; IO; 03.01.2022 06:22:09; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO; IO;
